Gender,Age,Debt,Married,BankCustomer,EducationLevel,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved,Approved_Status
Female,20.42,1.085,Unknown,Yes,HighSchool,Asian,1.5,No,No,0.0,No,Indian,108.0,7,Rejected,Not Approved
Female,29.42,1.25,Unknown,Yes,Graduate,Asian,1.75,No,No,0.0,No,Indian,200.0,0,Rejected,Not Approved
Female,26.17,0.835,Unknown,Yes,Undergraduate,Asian,1.165,No,No,0.0,No,Indian,100.0,0,Rejected,Not Approved
Female,33.67,2.165,Unknown,Yes,HighSchool,Asian,1.5,No,No,0.0,No,Unknown,120.0,0,Rejected,Not Approved
Female,24.58,1.25,Unknown,Yes,HighSchool,Asian,0.25,No,No,0.0,No,Indian,110.0,0,Rejected,Not Approved
Male,27.67,2.04,Unknown,Yes,Graduate,Asian,0.25,No,No,0.0,Yes,Indian,180.0,50,Rejected,Not Approved
Female,37.5,0.835,Unknown,Yes,Graduate,Asian,0.04,No,No,0.0,No,Indian,120.0,5,Rejected,Not Approved
Female,49.17,2.29,Unknown,Yes,HighSchool,Black,0.29,No,No,0.0,No,Indian,200.0,3,Rejected,Not Approved
Female,33.58,0.335,Yes,Partial,Undergraduate,Asian,0.085,No,No,0.0,No,Indian,180.0,0,Rejected,Not Approved
Female,51.83,3.0,Yes,Partial,HighSchool,Black,1.5,No,No,0.0,No,Indian,180.0,4,Rejected,Not Approved
Female,22.92,3.165,Yes,Partial,HighSchool,Asian,0.165,No,No,0.0,No,Indian,160.0,1058,Rejected,Not Approved
Female,21.83,1.54,Unknown,Yes,HighSchool,Asian,0.085,No,No,0.0,Yes,Indian,356.0,0,Rejected,Not Approved
Female,25.25,1.0,Unknown,Yes,Graduate,Asian,0.5,No,No,0.0,No,Indian,200.0,0,Rejected,Not Approved
Female,58.58,2.71,Unknown,Yes,HighSchool,Asian,2.415,No,No,0.0,Yes,Indian,320.0,0,Rejected,Not Approved
Female,19.0,0.0,Yes,Partial,HighSchool,Black,0.0,No,Yes,59.7,No,Indian,45.0,1,Rejected,Not Approved
Female,19.58,0.585,Unknown,Yes,HighSchool,Black,0.0,No,Yes,44.78,No,Indian,350.0,769,Rejected,Not Approved
Male,53.33,0.165,Unknown,Yes,HighSchool,Black,0.0,No,No,0.0,Yes,Other,62.0,27,Rejected,Not Approved
Male,27.17,1.25,Unknown,Yes,HighSchool,Black,0.0,No,Yes,14.93,No,Indian,92.0,300,Rejected,Not Approved
Female,25.92,0.875,Unknown,Yes,HighSchool,Asian,0.375,No,Yes,29.85,Yes,Indian,174.0,3,Rejected,Not Approved
Female,23.08,0.0,Unknown,Yes,HighSchool,Asian,1.0,No,Yes,164.18,No,Other,0.0,0,Rejected,Not Approved
Female,39.58,5.0,Unknown,Yes,HighSchool,Black,0.0,No,Yes,29.85,No,Indian,17.0,1,Rejected,Not Approved
Female,30.58,2.71,Yes,Partial,Undergraduate,Asian,0.125,No,No,0.0,Yes,Other,80.0,0,Rejected,Not Approved
Female,17.25,3.0,Unknown,Yes,HighSchool,Asian,0.04,No,No,0.0,Yes,Indian,160.0,40,Rejected,Not Approved
Male,17.67,0.0,Yes,Partial,HighSchool,Black,0.0,No,No,0.0,No,Indian,86.0,0,Rejected,Not Approved
Male,,11.25,Unknown,Yes,HighSchool,Black,0.0,No,No,0.0,No,Indian,,5200,Rejected,Not Approved
Female,16.5,0.125,Unknown,Yes,HighSchool,Asian,0.165,No,No,0.0,No,Indian,132.0,0,Rejected,Not Approved
Male,27.33,1.665,Unknown,Yes,HighSchool,Black,0.0,No,No,0.0,No,Indian,340.0,1,Rejected,Not Approved
Female,31.25,1.125,Unknown,Yes,HighSchool,Black,0.0,No,Yes,14.93,No,Indian,96.0,19,Rejected,Not Approved
Female,20.0,7.0,Unknown,Yes,HighSchool,Asian,0.5,No,No,0.0,No,Indian,0.0,0,Rejected,Not Approved
Female,,3.0,Yes,Partial,HighSchool,White,7.0,No,No,0.0,No,Indian,0.0,1,Rejected,Not Approved
Female,39.5,1.625,Unknown,Yes,HighSchool,Asian,1.5,No,No,0.0,No,Indian,0.0,316,Rejected,Not Approved
Female,36.5,4.25,Unknown,Yes,HighSchool,Asian,3.5,No,No,0.0,No,Indian,454.0,50,Rejected,Not Approved
,29.75,0.665,Unknown,Yes,Graduate,Asian,0.25,No,No,0.0,Yes,Indian,300.0,0,Rejected,Not Approved
Female,52.42,1.5,Unknown,Yes,Undergraduate,Asian,3.75,No,No,0.0,Yes,Indian,0.0,350,Rejected,Not Approved
Female,36.17,18.125,Unknown,Yes,Graduate,Asian,0.085,No,No,0.0,No,Indian,320.0,3552,Rejected,Not Approved
Female,34.58,0.0,,,,Unknown,0.0,No,No,0.0,No,Unknown,,0,Rejected,Not Approved
Female,29.67,0.75,Yes,Partial,HighSchool,Asian,0.04,No,No,0.0,No,Indian,240.0,0,Rejected,Not Approved
Female,36.17,5.5,Unknown,Yes,HighSchool,White,5.0,No,No,0.0,No,Indian,210.0,687,Rejected,Not Approved
Female,25.67,0.29,Yes,Partial,HighSchool,Asian,1.5,No,No,0.0,Yes,Indian,160.0,0,Rejected,Not Approved
Male,24.5,2.415,Yes,Partial,HighSchool,Asian,0.0,No,No,0.0,No,Indian,120.0,0,Rejected,Not Approved
Female,24.08,0.875,Unknown,Yes,Undergraduate,Asian,0.085,No,Yes,59.7,No,Indian,254.0,1950,Rejected,Not Approved
Female,21.92,0.5,Unknown,Yes,HighSchool,Asian,0.125,No,No,0.0,No,Indian,360.0,0,Rejected,Not Approved
Male,36.58,0.29,Unknown,Yes,HighSchool,Black,0.0,No,Yes,149.25,No,Indian,200.0,18,Rejected,Not Approved
Male,23.0,1.835,Unknown,Yes,HighSchool,Black,0.0,No,Yes,14.93,No,Indian,200.0,53,Rejected,Not Approved
Male,27.58,3.0,Unknown,Yes,Undergraduate,Asian,2.79,No,Yes,14.93,Yes,Indian,280.0,10,Rejected,Not Approved
Female,31.08,3.085,Unknown,Yes,HighSchool,Asian,2.5,No,Yes,29.85,Yes,Indian,160.0,41,Rejected,Not Approved
Male,30.42,1.375,Unknown,Yes,Graduate,Asian,0.04,No,Yes,44.78,No,Indian,0.0,33,Rejected,Not Approved
Female,22.08,2.335,Unknown,Yes,HighSchool,Asian,0.75,No,No,0.0,No,Indian,180.0,0,Rejected,Not Approved
Female,16.33,4.085,Unknown,Yes,HighSchool,Asian,0.415,No,No,0.0,Yes,Indian,120.0,0,Rejected,Not Approved
Male,21.92,11.665,Unknown,Yes,HighSchool,Asian,0.085,No,No,0.0,No,Indian,320.0,5,Rejected,Not Approved
Female,21.08,4.125,Yes,Partial,HighSchool,Asian,0.04,No,No,0.0,No,Indian,140.0,100,Rejected,Not Approved
Female,17.42,6.5,Unknown,Yes,HighSchool,Asian,0.125,No,No,0.0,No,Indian,60.0,100,Rejected,Not Approved
Female,19.17,4.0,Yes,Partial,HighSchool,Asian,1.0,No,No,0.0,Yes,Indian,360.0,1000,Rejected,Not Approved
Female,20.67,0.415,Unknown,Yes,HighSchool,Asian,0.125,No,No,0.0,No,Indian,0.0,44,Rejected,Not Approved
Female,26.75,2.0,Unknown,Yes,Undergraduate,Asian,0.75,No,No,0.0,Yes,Indian,80.0,0,Rejected,Not Approved
Female,23.58,0.835,Unknown,Yes,HighSchool,Asian,0.085,No,No,0.0,Yes,Indian,220.0,5,Rejected,Not Approved
Female,39.17,2.5,Yes,Partial,HighSchool,Asian,10.0,No,No,0.0,Yes,Other,200.0,0,Rejected,Not Approved
Female,22.75,11.5,Unknown,Yes,HighSchool,Asian,0.415,No,No,0.0,No,Indian,0.0,0,Rejected,Not Approved
,26.5,2.71,Yes,Partial,,Unknown,0.085,No,No,0.0,No,Other,80.0,0,Rejected,Not Approved
Male,16.92,0.5,Unknown,Yes,HighSchool,Asian,0.165,No,Yes,89.55,Yes,Indian,240.0,35,Rejected,Not Approved
Female,23.5,3.165,Yes,Partial,HighSchool,Asian,0.415,No,Yes,14.93,Yes,Indian,280.0,80,Rejected,Not Approved
Male,17.33,9.5,Unknown,Yes,Graduate,Asian,1.75,No,Yes,149.25,Yes,Indian,0.0,10,Rejected,Not Approved
Female,23.75,0.415,Yes,Partial,HighSchool,Asian,0.04,No,Yes,29.85,No,Indian,128.0,6,Rejected,Not Approved
Female,34.67,1.08,Unknown,Yes,Undergraduate,Asian,1.165,No,No,0.0,No,Other,28.0,0,Rejected,Not Approved
Female,74.83,19.0,Yes,Partial,HighSchool,Black,0.04,No,Yes,29.85,No,Indian,0.0,351,Rejected,Not Approved
Female,28.17,0.125,Yes,Partial,HighSchool,Asian,0.085,No,No,0.0,No,Indian,216.0,2100,Rejected,Not Approved
Female,24.5,13.335,Yes,Partial,Graduate,Asian,0.04,No,No,0.0,Yes,Indian,120.0,475,Rejected,Not Approved
Female,18.83,3.54,Yes,Partial,HighSchool,Black,0.0,No,No,0.0,Yes,Indian,180.0,1,Rejected,Not Approved
,45.33,1.0,Unknown,Yes,HighSchool,Asian,0.125,No,No,0.0,Yes,Indian,263.0,0,Rejected,Not Approved
Male,47.25,0.75,Unknown,Yes,HighSchool,Asian,2.75,Yes,Yes,14.93,No,Indian,333.0,892,Approved,Approved
Female,24.17,0.875,Unknown,Yes,HighSchool,Asian,4.625,Yes,Yes,29.85,Yes,Indian,520.0,2000,Approved,Approved
Female,39.25,9.5,Unknown,Yes,Undergraduate,Asian,6.5,Yes,Yes,208.96,No,Indian,240.0,4607,Approved,Approved
Male,20.5,11.835,Unknown,Yes,HighSchool,Asian,6.0,Yes,No,0.0,No,Indian,340.0,0,Approved,Approved
Male,18.83,4.415,Yes,Partial,HighSchool,Asian,3.0,Yes,No,0.0,No,Indian,240.0,0,Approved,Approved
Female,19.17,9.5,Unknown,Yes,Graduate,Asian,1.5,Yes,No,0.0,No,Indian,120.0,2206,Approved,Approved
Male,25.0,0.875,Unknown,Yes,Graduate,Asian,1.04,Yes,No,0.0,Yes,Indian,160.0,5860,Approved,Approved
Female,20.17,9.25,Unknown,Yes,HighSchool,Asian,1.665,Yes,Yes,44.78,Yes,Indian,40.0,28,Approved,Approved
Female,25.75,0.5,Unknown,Yes,HighSchool,Asian,1.46,Yes,Yes,74.63,Yes,Indian,312.0,0,Approved,Approved
Female,20.42,7.0,Unknown,Yes,HighSchool,Asian,1.625,Yes,Yes,44.78,No,Indian,200.0,1391,Approved,Approved
Female,,4.0,Unknown,Yes,Graduate,Asian,5.0,Yes,Yes,44.78,Yes,Indian,290.0,2279,Approved,Approved
Female,39.0,5.0,Unknown,Yes,Undergraduate,Asian,3.5,Yes,Yes,149.25,Yes,Indian,0.0,0,Approved,Approved
Male,64.08,0.165,Unknown,Yes,HighSchool,Black,0.0,Yes,Yes,14.93,No,Indian,232.0,100,Approved,Approved
Female,28.25,5.125,Unknown,Yes,Graduate,Asian,4.75,Yes,Yes,29.85,No,Indian,420.0,7,Approved,Approved
Male,28.75,3.75,Unknown,Yes,HighSchool,Asian,1.085,Yes,Yes,14.93,Yes,Indian,371.0,0,Approved,Approved
Female,31.33,19.5,Unknown,Yes,HighSchool,Asian,7.0,Yes,Yes,238.81,No,Indian,0.0,5000,Approved,Approved
Male,18.92,9.0,Unknown,Yes,Graduate,Asian,0.75,Yes,Yes,29.85,No,Indian,88.0,591,Approved,Approved
Male,24.75,3.0,Unknown,Yes,HighSchool,Asian,1.835,Yes,Yes,283.58,No,Indian,0.0,500,Approved,Approved
Male,30.67,12.0,Unknown,Yes,HighSchool,Asian,2.0,Yes,Yes,14.93,No,Indian,220.0,19,Approved,Approved
Female,21.0,4.79,Yes,Partial,Graduate,Asian,2.25,Yes,Yes,14.93,Yes,Indian,80.0,300,Approved,Approved
Female,13.75,4.0,Yes,Partial,Graduate,Asian,1.75,Yes,Yes,29.85,Yes,Indian,120.0,1000,Approved,Approved
Male,46.0,4.0,Unknown,Yes,HighSchool,Black,0.0,Yes,No,0.0,No,Indian,100.0,960,Approved,Approved
Male,44.33,0.0,Unknown,Yes,HighSchool,Asian,2.5,Yes,No,0.0,No,Indian,0.0,0,Approved,Approved
Female,20.25,9.96,Unknown,Yes,Graduate,White,0.0,Yes,No,0.0,No,Indian,0.0,0,Approved,Approved
Female,22.67,2.54,Yes,Partial,HighSchool,Asian,2.585,Yes,No,0.0,No,Indian,0.0,0,Approved,Approved
Female,,10.5,Unknown,Yes,Graduate,Asian,6.5,Yes,No,0.0,No,Indian,0.0,0,Approved,Approved
Male,60.92,5.0,Unknown,Yes,Graduate,Asian,4.0,Yes,Yes,59.7,No,Indian,0.0,99,Approved,Approved
Female,16.08,0.75,Unknown,Yes,HighSchool,Asian,1.75,Yes,Yes,74.63,Yes,Indian,352.0,690,Approved,Approved
Male,28.17,0.375,Unknown,Yes,HighSchool,Asian,0.585,Yes,Yes,59.7,No,Indian,80.0,0,Approved,Approved
Female,39.17,1.71,Unknown,Yes,Graduate,Asian,0.125,Yes,Yes,74.63,Yes,Indian,480.0,0,Approved,Approved
,20.42,7.5,Unknown,Yes,HighSchool,Asian,1.5,Yes,Yes,14.93,No,Indian,160.0,234,Approved,Approved
Male,30.0,5.29,Unknown,Yes,Graduate,White,2.25,Yes,Yes,74.63,Yes,Indian,99.0,500,Approved,Approved
Female,22.83,3.0,Unknown,Yes,Undergraduate,Asian,1.29,Yes,Yes,14.93,No,Indian,260.0,800,Approved,Approved
Male,22.5,8.5,Unknown,Yes,HighSchool,Asian,1.75,Yes,Yes,149.25,No,Indian,80.0,990,Rejected,Not Approved
Male,28.58,1.665,Unknown,Yes,HighSchool,Asian,2.415,Yes,No,0.0,Yes,Indian,440.0,0,Rejected,Not Approved
Female,45.17,1.5,Unknown,Yes,HighSchool,Asian,2.5,Yes,No,0.0,Yes,Indian,140.0,0,Rejected,Not Approved
Female,41.58,1.75,Unknown,Yes,HighSchool,Asian,0.21,Yes,No,0.0,No,Indian,160.0,0,Rejected,Not Approved
Male,57.08,0.335,Unknown,Yes,HighSchool,White,1.0,Yes,No,0.0,Yes,Indian,252.0,2197,Rejected,Not Approved
Male,55.75,7.08,Unknown,Yes,HighSchool,Asian,6.75,Yes,Yes,44.78,Yes,Indian,100.0,50,Rejected,Not Approved
Female,43.25,25.21,Unknown,Yes,HighSchool,Asian,0.21,Yes,Yes,14.93,No,Indian,760.0,90,Rejected,Not Approved
Male,25.33,2.085,Unknown,Yes,HighSchool,Asian,2.75,Yes,No,0.0,Yes,Indian,360.0,1,Rejected,Not Approved
Male,24.58,0.67,Unknown,Yes,Graduate,Asian,1.75,Yes,No,0.0,No,Indian,400.0,0,Rejected,Not Approved
Female,43.17,2.25,Unknown,Yes,HighSchool,White,0.75,Yes,No,0.0,No,Indian,560.0,0,Rejected,Not Approved
Female,40.92,0.835,Unknown,Yes,HighSchool,Black,0.0,Yes,No,0.0,No,Indian,130.0,1,Rejected,Not Approved
Female,31.83,2.5,Unknown,Yes,Graduate,Asian,7.5,Yes,No,0.0,Yes,Indian,523.0,0,Rejected,Not Approved
Male,33.92,1.585,Yes,Partial,HighSchool,Black,0.0,Yes,No,0.0,No,Indian,320.0,0,Rejected,Not Approved
Male,24.92,1.25,Unknown,Yes,HighSchool,Black,0.0,Yes,No,0.0,No,Indian,80.0,0,Rejected,Not Approved
Female,35.25,3.165,Unknown,Yes,Graduate,Asian,3.75,Yes,No,0.0,Yes,Indian,680.0,0,Rejected,Not Approved
Female,34.25,1.75,Unknown,Yes,Graduate,White,0.25,Yes,No,0.0,Yes,Indian,163.0,0,Rejected,Not Approved
Female,80.25,5.5,Unknown,Yes,,Unknown,0.54,Yes,No,0.0,No,Indian,0.0,340,Rejected,Not Approved
Female,19.42,1.5,Yes,Partial,Undergraduate,Asian,2.0,Yes,No,0.0,Yes,Indian,100.0,20,Rejected,Not Approved
Female,42.75,3.0,Unknown,Yes,HighSchool,White,1.0,Yes,No,0.0,No,Indian,0.0,200,Rejected,Not Approved
Female,19.67,10.0,Yes,Partial,HighSchool,Asian,0.835,Yes,No,0.0,Yes,Indian,140.0,0,Rejected,Not Approved
Female,36.33,3.79,Unknown,Yes,Graduate,Asian,1.165,Yes,No,0.0,Yes,Indian,200.0,0,Rejected,Not Approved
Female,30.08,1.04,Yes,Partial,HighSchool,White,0.5,Yes,Yes,149.25,Yes,Indian,132.0,28,Rejected,Not Approved
Female,44.25,11.0,Yes,Partial,Undergraduate,Asian,1.5,Yes,No,0.0,No,Other,0.0,0,Rejected,Not Approved
Female,23.58,0.46,Yes,Partial,Graduate,Asian,2.625,Yes,Yes,89.55,Yes,Indian,208.0,347,Rejected,Not Approved
Female,23.92,1.5,Unknown,Yes,Undergraduate,Asian,1.875,Yes,Yes,89.55,No,Indian,200.0,327,Approved,Approved
Female,33.17,1.0,Unknown,Yes,Graduate,Asian,0.75,Yes,Yes,104.48,Yes,Indian,340.0,4071,Approved,Approved
Female,48.33,12.0,Unknown,Yes,Undergraduate,Asian,16.0,Yes,No,0.0,No,Other,110.0,0,Approved,Approved
Female,76.75,22.29,Unknown,Yes,Graduate,Asian,12.75,Yes,Yes,14.93,Yes,Indian,0.0,109,Approved,Approved
Female,51.33,10.0,Unknown,Yes,HighSchool,White,0.0,Yes,Yes,164.18,No,Indian,0.0,1249,Approved,Approved
Female,34.75,15.0,Unknown,Yes,Undergraduate,White,5.375,Yes,Yes,134.33,Yes,Indian,0.0,134,Approved,Approved
Female,38.58,3.335,Unknown,Yes,Graduate,Asian,4.0,Yes,Yes,208.96,No,Indian,383.0,1344,Approved,Approved
Male,22.42,11.25,Yes,Partial,Graduate,Asian,0.75,Yes,Yes,59.7,No,Indian,0.0,321,Approved,Approved
Female,41.92,0.42,Unknown,Yes,HighSchool,Asian,0.21,Yes,Yes,89.55,No,Indian,220.0,948,Approved,Approved
Female,29.58,4.5,Unknown,Yes,Graduate,Asian,7.5,Yes,Yes,29.85,Yes,Indian,330.0,0,Approved,Approved
Male,32.17,1.46,Unknown,Yes,Graduate,Asian,1.085,Yes,Yes,238.81,No,Indian,120.0,2079,Approved,Approved
Female,51.42,0.04,Unknown,Yes,Graduate,Asian,0.04,Yes,No,0.0,No,Indian,0.0,3000,Approved,Approved
Male,22.83,2.29,Unknown,Yes,HighSchool,Asian,2.29,Yes,Yes,104.48,Yes,Indian,140.0,2384,Approved,Approved
Male,25.0,12.33,Unknown,Yes,Undergraduate,Asian,3.5,Yes,Yes,89.55,No,Indian,400.0,458,Approved,Approved
Female,26.75,1.125,Unknown,Yes,Graduate,Asian,1.25,Yes,No,0.0,No,Indian,0.0,5298,Approved,Approved
Female,23.33,1.5,Unknown,Yes,HighSchool,Asian,1.415,Yes,No,0.0,No,Indian,422.0,200,Approved,Approved
Female,24.42,12.335,Unknown,Yes,HighSchool,Asian,1.585,Yes,No,0.0,Yes,Indian,120.0,0,Approved,Approved
Female,42.17,5.04,Unknown,Yes,HighSchool,Asian,12.75,Yes,No,0.0,Yes,Indian,92.0,0,Approved,Approved
Male,20.83,3.0,Unknown,Yes,Graduate,Asian,0.04,Yes,No,0.0,No,Indian,100.0,0,Approved,Approved
Female,23.08,11.5,Unknown,Yes,Graduate,Asian,2.125,Yes,Yes,164.18,Yes,Indian,290.0,284,Approved,Approved
Male,25.17,2.875,Unknown,Yes,Graduate,Asian,0.875,Yes,No,0.0,No,Indian,360.0,0,Approved,Approved
Female,43.08,0.375,Yes,Partial,HighSchool,Asian,0.375,Yes,Yes,119.4,Yes,Indian,300.0,162,Approved,Approved
Male,35.75,0.915,Unknown,Yes,Graduate,Asian,0.75,Yes,Yes,59.7,No,Indian,0.0,1583,Approved,Approved
Female,59.5,2.75,Unknown,Yes,Graduate,Asian,1.75,Yes,Yes,74.63,Yes,Indian,60.0,58,Approved,Approved
Female,21.0,3.0,Yes,Partial,Undergraduate,Asian,1.085,Yes,Yes,119.4,Yes,Indian,160.0,1,Approved,Approved
Female,21.92,0.54,Yes,Partial,Graduate,Asian,0.04,Yes,Yes,14.93,Yes,Indian,840.0,59,Approved,Approved
Male,65.17,14.0,Unknown,Yes,HighSchool,Black,0.0,Yes,Yes,164.18,Yes,Indian,0.0,1400,Approved,Approved
Male,20.33,10.0,Unknown,Yes,HighSchool,Asian,1.0,Yes,Yes,59.7,No,Indian,50.0,1465,Approved,Approved
Female,32.25,0.165,Yes,Partial,HighSchool,Asian,3.25,Yes,Yes,14.93,Yes,Indian,432.0,8000,Approved,Approved
Female,30.17,0.5,Unknown,Yes,HighSchool,Asian,1.75,Yes,Yes,164.18,No,Indian,32.0,540,Approved,Approved
Female,25.17,6.0,Unknown,Yes,HighSchool,Asian,1.0,Yes,Yes,44.78,No,Indian,0.0,0,Approved,Approved
Female,39.17,1.625,Unknown,Yes,HighSchool,Asian,1.5,Yes,Yes,149.25,No,Indian,186.0,4700,Approved,Approved
Female,39.08,6.0,Unknown,Yes,Undergraduate,Asian,1.29,Yes,Yes,74.63,Yes,Indian,108.0,1097,Approved,Approved
Female,31.67,0.83,Unknown,Yes,Graduate,Asian,1.335,Yes,Yes,119.4,Yes,Indian,303.0,3290,Approved,Approved
Female,41.0,0.04,Unknown,Yes,Graduate,Asian,0.04,No,Yes,14.93,No,Other,560.0,0,Approved,Approved
Female,48.5,4.25,Unknown,Yes,Undergraduate,Asian,0.125,Yes,No,0.0,Yes,Indian,225.0,0,Approved,Approved
Female,32.67,9.0,Yes,Partial,Graduate,Asian,5.25,Yes,No,0.0,Yes,Indian,154.0,0,Approved,Approved
Male,28.08,15.0,Yes,Partial,Graduate,Asian,0.0,Yes,No,0.0,No,Indian,0.0,13212,Approved,Approved
Female,73.42,17.75,Unknown,Yes,HighSchool,Black,0.0,Yes,No,0.0,Yes,Indian,0.0,0,Approved,Approved
Female,64.08,20.0,Unknown,Yes,Graduate,Asian,17.5,Yes,Yes,134.33,Yes,Indian,0.0,1000,Approved,Approved
Female,51.58,15.0,Unknown,Yes,HighSchool,Asian,8.5,Yes,Yes,134.33,No,Indian,0.0,0,Approved,Approved
Female,26.67,1.75,Yes,Partial,HighSchool,Asian,1.0,Yes,Yes,74.63,Yes,Indian,160.0,5777,Approved,Approved
Female,25.33,0.58,Unknown,Yes,HighSchool,Asian,0.29,Yes,Yes,104.48,Yes,Indian,96.0,5124,Approved,Approved
Female,30.17,6.5,Unknown,Yes,Undergraduate,Asian,3.125,Yes,Yes,119.4,No,Indian,330.0,1200,Approved,Approved
Female,27.0,0.75,Unknown,Yes,HighSchool,Asian,4.25,Yes,Yes,44.78,Yes,Indian,312.0,150,Approved,Approved
Female,23.17,0.0,,,,Unknown,0.0,No,No,0.0,No,Unknown,,0,Approved,Approved
Female,34.17,5.25,Unknown,Yes,Graduate,Asian,0.085,No,No,0.0,Yes,Indian,290.0,6,Approved,Approved
Female,38.67,0.21,Unknown,Yes,HighSchool,Asian,0.085,Yes,No,0.0,Yes,Indian,280.0,0,Approved,Approved
Female,25.75,0.75,Unknown,Yes,HighSchool,White,0.25,Yes,No,0.0,No,Indian,349.0,23,Approved,Approved
Male,46.08,3.0,Unknown,Yes,HighSchool,Asian,2.375,Yes,Yes,119.4,Yes,Indian,396.0,4159,Approved,Approved
Male,21.5,6.0,Unknown,Yes,Graduate,Asian,2.5,Yes,Yes,44.78,No,Indian,80.0,918,Approved,Approved
,20.08,0.125,Unknown,Yes,HighSchool,Asian,1.0,No,Yes,14.93,No,Indian,240.0,768,Approved,Approved
Female,20.5,2.415,Unknown,Yes,HighSchool,Asian,2.0,Yes,Yes,164.18,Yes,Indian,200.0,3000,Approved,Approved
Male,29.5,0.46,Unknown,Yes,HighSchool,Asian,0.54,Yes,Yes,59.7,No,Indian,380.0,500,Approved,Approved
,42.25,1.75,Yes,Partial,,Unknown,0.0,No,No,0.0,Yes,Indian,150.0,1,Rejected,Not Approved
Female,29.83,1.25,Yes,Partial,HighSchool,Asian,0.25,No,No,0.0,No,Indian,224.0,0,Rejected,Not Approved
Female,20.08,0.25,Unknown,Yes,HighSchool,Asian,0.125,No,No,0.0,No,Indian,200.0,0,Rejected,Not Approved
Female,23.42,0.585,Unknown,Yes,HighSchool,Asian,0.085,Yes,No,0.0,No,Indian,180.0,0,Rejected,Not Approved
Male,29.58,1.75,Yes,Partial,HighSchool,Asian,1.25,No,No,0.0,Yes,Indian,280.0,0,Rejected,Not Approved
Female,16.17,0.04,Unknown,Yes,HighSchool,Asian,0.04,No,No,0.0,No,Indian,0.0,0,Approved,Approved
Female,32.33,3.5,Unknown,Yes,HighSchool,Asian,0.5,No,No,0.0,Yes,Indian,232.0,0,Rejected,Not Approved
Female,,0.04,Yes,Partial,Undergraduate,Asian,4.25,No,No,0.0,Yes,Indian,460.0,0,Rejected,Not Approved
Female,47.83,4.165,Unknown,Yes,Graduate,White,0.085,No,No,0.0,Yes,Indian,520.0,0,Rejected,Not Approved
Female,20.0,1.25,Yes,Partial,HighSchool,Asian,0.125,No,No,0.0,No,Indian,140.0,4,Rejected,Not Approved
Female,27.58,3.25,Yes,Partial,HighSchool,Asian,5.085,No,Yes,29.85,Yes,Indian,369.0,1,Rejected,Not Approved
Female,22.0,0.79,Unknown,Yes,Graduate,Asian,0.29,No,Yes,14.93,No,Indian,420.0,283,Rejected,Not Approved
Female,19.33,10.915,Unknown,Yes,HighSchool,White,0.585,No,Yes,29.85,Yes,Indian,200.0,7,Rejected,Not Approved
Male,38.33,4.415,Unknown,Yes,HighSchool,Asian,0.125,No,No,0.0,No,Indian,160.0,0,Rejected,Not Approved
Female,29.42,1.25,Unknown,Yes,HighSchool,Asian,0.25,No,Yes,29.85,Yes,Indian,400.0,108,Rejected,Not Approved
Female,22.67,0.75,Unknown,Yes,HighSchool,Asian,1.585,No,Yes,14.93,Yes,Indian,400.0,9,Rejected,Not Approved
Female,32.25,14.0,Yes,Partial,HighSchool,Black,0.0,No,Yes,29.85,No,Indian,160.0,1,Rejected,Not Approved
Female,29.58,4.75,Unknown,Yes,Undergraduate,Asian,2.0,No,Yes,14.93,Yes,Indian,460.0,68,Rejected,Not Approved
Female,18.42,10.415,Yes,Partial,Graduate,Asian,0.125,Yes,No,0.0,No,Indian,120.0,375,Rejected,Not Approved
Female,22.17,2.25,Unknown,Yes,HighSchool,Asian,0.125,No,No,0.0,No,Indian,160.0,10,Rejected,Not Approved
Female,22.67,0.165,Unknown,Yes,HighSchool,Black,2.25,No,No,0.0,Yes,Other,0.0,0,Approved,Approved
Male,25.58,0.0,,,,Unknown,0.0,No,No,0.0,No,Unknown,,0,Approved,Approved
Female,18.83,0.0,Unknown,Yes,HighSchool,Asian,0.665,No,No,0.0,No,Indian,160.0,1,Rejected,Not Approved
Female,21.58,0.79,Yes,Partial,Undergraduate,Asian,0.665,No,No,0.0,No,Indian,160.0,0,Rejected,Not Approved
Female,23.75,12.0,Unknown,Yes,HighSchool,Asian,2.085,No,No,0.0,No,Other,80.0,0,Rejected,Not Approved
Female,22.0,7.835,Yes,Partial,HighSchool,White,0.165,No,No,0.0,Yes,Indian,,0,Rejected,Not Approved
Female,36.08,2.54,Unknown,Yes,HighSchool,Black,0.0,No,No,0.0,No,Indian,0.0,1000,Rejected,Not Approved
Female,29.25,13.0,Unknown,Yes,Undergraduate,Asian,0.5,No,No,0.0,No,Indian,228.0,0,Rejected,Not Approved
Male,19.58,0.665,Unknown,Yes,Graduate,Asian,1.665,No,No,0.0,No,Indian,220.0,5,Rejected,Not Approved
Male,22.92,1.25,Unknown,Yes,HighSchool,Asian,0.25,No,No,0.0,Yes,Indian,120.0,809,Rejected,Not Approved
Male,27.25,0.29,Unknown,Yes,Undergraduate,Asian,0.125,No,Yes,14.93,Yes,Indian,272.0,108,Rejected,Not Approved
Male,38.75,1.5,Unknown,Yes,HighSchool,Black,0.0,No,No,0.0,No,Indian,76.0,0,Rejected,Not Approved
